plate_key,population,acclimation_level,well,n_level,plate,multitron,slot
3,16,HL,E11,N10,30,4,10
3,15,LL,F02,N1,3,5,17
3,15,LL,F02,N2,6,5,21
3,15,LL,F02,N3,9,5,2
3,15,LL,F02,N4,12,4,1
3,15,LL,F02,N5,15,6,15
3,15,HL,F02,N6,18,6,4
3,15,HL,F02,N7,21,4,17
3,15,HL,F02,N8,24,6,1
3,15,HL,F02,N9,27,4,16
3,15,HL,F02,N10,30,4,10
3,7,LL,F03,N1,3,5,17
3,7,LL,F03,N2,6,5,21
3,7,LL,F03,N3,9,5,2
3,7,LL,F03,N4,12,4,1
3,7,LL,F03,N5,15,6,15
3,7,HL,F03,N6,18,6,4
3,7,HL,F03,N7,21,4,17
3,7,HL,F03,N8,24,6,1
3,7,HL,F03,N9,27,4,16
3,7,HL,F03,N10,30,4,10
3,29,LL,F04,N1,3,5,17
3,29,LL,F04,N2,6,5,21
3,29,LL,F04,N3,9,5,2
3,29,LL,F04,N4,12,4,1
3,29,LL,F04,N5,15,6,15
3,29,HL,F04,N6,18,6,4
3,29,HL,F04,N7,21,4,17
3,29,HL,F04,N8,24,6,1
3,29,HL,F04,N9,27,4,16
3,29,HL,F04,N10,30,4,10
3,anc3,LL,F05,N1,3,5,17
3,anc3,LL,F05,N2,6,5,21
3,anc3,LL,F05,N3,9,5,2
3,anc3,LL,F05,N4,12,4,1
3,anc3,LL,F05,N5,15,6,15
3,anc3,HL,F05,N6,18,6,4
3,anc3,HL,F05,N7,21,4,17
3,anc3,HL,F05,N8,24,6,1
3,anc3,HL,F05,N9,27,4,16
3,anc3,HL,F05,N10,30,4,10
3,anc4,LL,F06,N1,3,5,17
3,anc4,LL,F06,N2,6,5,21
3,anc4,LL,F06,N3,9,5,2
3,anc4,LL,F06,N4,12,4,1
3,anc4,LL,F06,N5,15,6,15
3,anc4,HL,F06,N6,18,6,4
3,anc4,HL,F06,N7,21,4,17
3,anc4,HL,F06,N8,24,6,1
3,anc4,HL,F06,N9,27,4,16
3,anc4,HL,F06,N10,30,4,10
3,cc1690,LL,F07,N1,3,5,17
3,cc1690,LL,F07,N2,6,5,21
3,cc1690,LL,F07,N3,9,5,2
3,cc1690,LL,F07,N4,12,4,1
3,cc1690,LL,F07,N5,15,6,15
3,cc1690,HL,F07,N6,18,6,4
3,cc1690,HL,F07,N7,21,4,17
3,cc1690,HL,F07,N8,24,6,1
3,cc1690,HL,F07,N9,27,4,16
3,cc1690,HL,F07,N10,30,4,10
3,10,LL,F08,N1,3,5,17
3,10,LL,F08,N2,6,5,21
3,10,LL,F08,N3,9,5,2
3,10,LL,F08,N4,12,4,1
3,10,LL,F08,N5,15,6,15
3,10,HL,F08,N6,18,6,4
3,10,HL,F08,N7,21,4,17
3,10,HL,F08,N8,24,6,1
3,10,HL,F08,N9,27,4,16
3,10,HL,F08,N10,30,4,10
3,3,LL,F09,N1,3,5,17
3,3,LL,F09,N2,6,5,21
3,3,LL,F09,N3,9,5,2
3,3,LL,F09,N4,12,4,1
3,3,LL,F09,N5,15,6,15
3,3,HL,F09,N6,18,6,4
3,3,HL,F09,N7,21,4,17
3,3,HL,F09,N8,24,6,1
3,3,HL,F09,N9,27,4,16
3,3,HL,F09,N10,30,4,10
