well_plate,mu,best.model,best.se,population,plate,nitrate_level,nitrate_concentration,ancestor_id,treatment,note,plate_key,acclimation_level,well,n_level,multitron,slot
B02_15,0.9804487976515602,gr,0.1953166897692709,15,15,5,60,anc4,S,NA,3,LL,B02,N5,6,15
B02_15,0.9804487976515602,gr,0.1953166897692709,15,15,5,60,anc4,S,NA,3,LL,B02,N5,6,15
B02_15,0.9804487976515602,gr,0.1953166897692709,15,15,5,60,anc4,S,NA,3,LL,B02,N5,6,15
B02_15,0.9804487976515602,gr,0.1953166897692709,15,15,5,60,anc4,S,NA,3,LL,B02,N5,6,15
B02_16,3.1556616328415146,gr.lagsat,0.16174218518015282,25,16,6,80,anc2,BS,NA,1,HL,B02,N6,5,3
B02_16,3.1556616328415146,gr.lagsat,0.16174218518015282,25,16,6,80,anc2,BS,NA,1,HL,B02,N6,5,3
B02_16,3.1556616328415146,gr.lagsat,0.16174218518015282,25,16,6,80,anc2,BS,NA,1,HL,B02,N6,5,3
B02_16,3.1556616328415146,gr.lagsat,0.16174218518015282,25,16,6,80,anc2,BS,NA,1,HL,B02,N6,5,3
B02_17,1.1633514383738892,gr,0.1698114666830311,28,17,6,80,anc5,P,NA,2,HL,B02,N6,4,4
B02_17,1.1633514383738892,gr,0.1698114666830311,28,17,6,80,anc5,P,NA,2,HL,B02,N6,4,4
B02_17,1.1633514383738892,gr,0.1698114666830311,28,17,6,80,anc5,P,NA,2,HL,B02,N6,4,4
B02_17,1.1633514383738892,gr,0.1698114666830311,28,17,6,80,anc5,P,NA,2,HL,B02,N6,4,4
B02_18,0.9837013324933106,gr,0.17955052731508997,15,18,6,80,anc4,S,NA,3,HL,B02,N6,6,4
B02_18,0.9837013324933106,gr,0.17955052731508997,15,18,6,80,anc4,S,NA,3,HL,B02,N6,6,4
B02_18,0.9837013324933106,gr,0.17955052731508997,15,18,6,80,anc4,S,NA,3,HL,B02,N6,6,4
B02_18,0.9837013324933106,gr,0.17955052731508997,15,18,6,80,anc4,S,NA,3,HL,B02,N6,6,4
B02_19,1.124684913542812,gr,0.17602435636484973,25,19,7,100,anc2,BS,NA,1,HL,B02,N7,4,8
B02_19,1.124684913542812,gr,0.17602435636484973,25,19,7,100,anc2,BS,NA,1,HL,B02,N7,4,8
B02_19,1.124684913542812,gr,0.17602435636484973,25,19,7,100,anc2,BS,NA,1,HL,B02,N7,4,8
B02_19,1.124684913542812,gr,0.17602435636484973,25,19,7,100,anc2,BS,NA,1,HL,B02,N7,4,8
B02_2,0.7831087124645102,gr.sat,0.057863138141670635,28,2,1,5,anc5,P,NA,2,LL,B02,N1,5,16
B02_2,0.7831087124645102,gr.sat,0.057863138141670635,28,2,1,5,anc5,P,NA,2,LL,B02,N1,5,16
B02_2,0.7831087124645102,gr.sat,0.057863138141670635,28,2,1,5,anc5,P,NA,2,LL,B02,N1,5,16
B02_2,0.7831087124645102,gr.sat,0.057863138141670635,28,2,1,5,anc5,P,NA,2,LL,B02,N1,5,16
B02_20,1.1559772503610992,gr,0.1335768540663042,28,20,7,100,anc5,P,NA,2,HL,B02,N7,4,2
B02_20,1.1559772503610992,gr,0.1335768540663042,28,20,7,100,anc5,P,NA,2,HL,B02,N7,4,2
B02_20,1.1559772503610992,gr,0.1335768540663042,28,20,7,100,anc5,P,NA,2,HL,B02,N7,4,2
B02_20,1.1559772503610992,gr,0.1335768540663042,28,20,7,100,anc5,P,NA,2,HL,B02,N7,4,2
B02_21,2.021448853701471,gr.sat,0.2783886137910957,15,21,7,100,anc4,S,NA,3,HL,B02,N7,4,17
B02_21,2.021448853701471,gr.sat,0.2783886137910957,15,21,7,100,anc4,S,NA,3,HL,B02,N7,4,17
B02_21,2.021448853701471,gr.sat,0.2783886137910957,15,21,7,100,anc4,S,NA,3,HL,B02,N7,4,17
B02_21,2.021448853701471,gr.sat,0.2783886137910957,15,21,7,100,anc4,S,NA,3,HL,B02,N7,4,17
B02_22,1.623854513539735,gr,0.19636221965441567,25,22,8,400,anc2,BS,NA,1,HL,B02,N8,6,17
B02_22,1.623854513539735,gr,0.19636221965441567,25,22,8,400,anc2,BS,NA,1,HL,B02,N8,6,17
B02_22,1.623854513539735,gr,0.19636221965441567,25,22,8,400,anc2,BS,NA,1,HL,B02,N8,6,17
B02_22,1.623854513539735,gr,0.19636221965441567,25,22,8,400,anc2,BS,NA,1,HL,B02,N8,6,17
B02_23,1.531071233779995,gr,0.16705165819325665,28,23,8,400,anc5,P,NA,2,HL,B02,N8,6,8
B02_23,1.531071233779995,gr,0.16705165819325665,28,23,8,400,anc5,P,NA,2,HL,B02,N8,6,8
B02_23,1.531071233779995,gr,0.16705165819325665,28,23,8,400,anc5,P,NA,2,HL,B02,N8,6,8
B02_23,1.531071233779995,gr,0.16705165819325665,28,23,8,400,anc5,P,NA,2,HL,B02,N8,6,8
B02_24,1.3690310090578202,gr,0.15821285271552088,15,24,8,400,anc4,S,NA,3,HL,B02,N8,6,1
B02_24,1.3690310090578202,gr,0.15821285271552088,15,24,8,400,anc4,S,NA,3,HL,B02,N8,6,1
B02_24,1.3690310090578202,gr,0.15821285271552088,15,24,8,400,anc4,S,NA,3,HL,B02,N8,6,1
B02_24,1.3690310090578202,gr,0.15821285271552088,15,24,8,400,anc4,S,NA,3,HL,B02,N8,6,1
B02_25,1.3488639103330762,gr,0.14664711864139296,25,25,9,600,anc2,BS,NA,1,HL,B02,N9,4,15
B02_25,1.3488639103330762,gr,0.14664711864139296,25,25,9,600,anc2,BS,NA,1,HL,B02,N9,4,15
B02_25,1.3488639103330762,gr,0.14664711864139296,25,25,9,600,anc2,BS,NA,1,HL,B02,N9,4,15
B02_25,1.3488639103330762,gr,0.14664711864139296,25,25,9,600,anc2,BS,NA,1,HL,B02,N9,4,15
B02_26,1.4134198989526776,gr,0.11370512911054466,28,26,9,600,anc5,P,NA,2,HL,B02,N9,4,3
B02_26,1.4134198989526776,gr,0.11370512911054466,28,26,9,600,anc5,P,NA,2,HL,B02,N9,4,3
B02_26,1.4134198989526776,gr,0.11370512911054466,28,26,9,600,anc5,P,NA,2,HL,B02,N9,4,3
B02_26,1.4134198989526776,gr,0.11370512911054466,28,26,9,600,anc5,P,NA,2,HL,B02,N9,4,3
B02_27,2.1512134316844755,gr.sat,0.25853430107663855,15,27,9,600,anc4,S,NA,3,HL,B02,N9,4,16
B02_27,2.1512134316844755,gr.sat,0.25853430107663855,15,27,9,600,anc4,S,NA,3,HL,B02,N9,4,16
B02_27,2.1512134316844755,gr.sat,0.25853430107663855,15,27,9,600,anc4,S,NA,3,HL,B02,N9,4,16
B02_27,2.1512134316844755,gr.sat,0.25853430107663855,15,27,9,600,anc4,S,NA,3,HL,B02,N9,4,16
B02_28,1.591775011608928,gr.sat,0.06676716480663657,25,28,10,1e3,anc2,BS,NA,1,HL,B02,N10,6,3
B02_28,1.591775011608928,gr.sat,0.06676716480663657,25,28,10,1e3,anc2,BS,NA,1,HL,B02,N10,6,3
B02_28,1.591775011608928,gr.sat,0.06676716480663657,25,28,10,1e3,anc2,BS,NA,1,HL,B02,N10,6,3
B02_28,1.591775011608928,gr.sat,0.06676716480663657,25,28,10,1e3,anc2,BS,NA,1,HL,B02,N10,6,3
B02_29,1.5255285578198046,gr,0.22757556925348957,28,29,10,1e3,anc5,P,NA,2,HL,B02,N10,6,10
B02_29,1.5255285578198046,gr,0.22757556925348957,28,29,10,1e3,anc5,P,NA,2,HL,B02,N10,6,10
B02_29,1.5255285578198046,gr,0.22757556925348957,28,29,10,1e3,anc5,P,NA,2,HL,B02,N10,6,10
B02_29,1.5255285578198046,gr,0.22757556925348957,28,29,10,1e3,anc5,P,NA,2,HL,B02,N10,6,10
B02_3,0.2742048813290735,gr,0.04537360160420838,15,3,1,5,anc4,S,NA,3,LL,B02,N1,5,17
B02_3,0.2742048813290735,gr,0.04537360160420838,15,3,1,5,anc4,S,NA,3,LL,B02,N1,5,17
B02_3,0.2742048813290735,gr,0.04537360160420838,15,3,1,5,anc4,S,NA,3,LL,B02,N1,5,17
B02_3,0.2742048813290735,gr,0.04537360160420838,15,3,1,5,anc4,S,NA,3,LL,B02,N1,5,17
B02_30,1.4217235625069395,gr,0.15031899882274652,15,30,10,1e3,anc4,S,NA,3,HL,B02,N10,4,10
B02_30,1.4217235625069395,gr,0.15031899882274652,15,30,10,1e3,anc4,S,NA,3,HL,B02,N10,4,10
B02_30,1.4217235625069395,gr,0.15031899882274652,15,30,10,1e3,anc4,S,NA,3,HL,B02,N10,4,10
B02_30,1.4217235625069395,gr,0.15031899882274652,15,30,10,1e3,anc4,S,NA,3,HL,B02,N10,4,10
B02_4,1.0868416800083467,gr.sat,0.1615282449323661,25,4,2,10,anc2,BS,NA,1,LL,B02,N2,5,19
B02_4,1.0868416800083467,gr.sat,0.1615282449323661,25,4,2,10,anc2,BS,NA,1,LL,B02,N2,5,19
B02_4,1.0868416800083467,gr.sat,0.1615282449323661,25,4,2,10,anc2,BS,NA,1,LL,B02,N2,5,19
B02_4,1.0868416800083467,gr.sat,0.1615282449323661,25,4,2,10,anc2,BS,NA,1,LL,B02,N2,5,19
B02_5,0.7569953558238476,gr,0.13791363044515492,28,5,2,10,anc5,P,NA,2,LL,B02,N2,5,20
B02_5,0.7569953558238476,gr,0.13791363044515492,28,5,2,10,anc5,P,NA,2,LL,B02,N2,5,20
B02_5,0.7569953558238476,gr,0.13791363044515492,28,5,2,10,anc5,P,NA,2,LL,B02,N2,5,20
B02_5,0.7569953558238476,gr,0.13791363044515492,28,5,2,10,anc5,P,NA,2,LL,B02,N2,5,20
B02_6,0.36950786750919606,gr,0.10342442075903356,15,6,2,10,anc4,S,NA,3,LL,B02,N2,5,21
B02_6,0.36950786750919606,gr,0.10342442075903356,15,6,2,10,anc4,S,NA,3,LL,B02,N2,5,21
B02_6,0.36950786750919606,gr,0.10342442075903356,15,6,2,10,anc4,S,NA,3,LL,B02,N2,5,21
B02_6,0.36950786750919606,gr,0.10342442075903356,15,6,2,10,anc4,S,NA,3,LL,B02,N2,5,21
B02_7,0.8139977260350093,gr,0.09631138187777359,25,7,3,20,anc2,BS,NA,1,LL,B02,N3,5,8
B02_7,0.8139977260350093,gr,0.09631138187777359,25,7,3,20,anc2,BS,NA,1,LL,B02,N3,5,8
B02_7,0.8139977260350093,gr,0.09631138187777359,25,7,3,20,anc2,BS,NA,1,LL,B02,N3,5,8
B02_7,0.8139977260350093,gr,0.09631138187777359,25,7,3,20,anc2,BS,NA,1,LL,B02,N3,5,8
B02_8,0.8418467742876954,gr,0.06394596141713647,28,8,3,20,anc5,P,NA,2,LL,B02,N3,5,9
B02_8,0.8418467742876954,gr,0.06394596141713647,28,8,3,20,anc5,P,NA,2,LL,B02,N3,5,9
B02_8,0.8418467742876954,gr,0.06394596141713647,28,8,3,20,anc5,P,NA,2,LL,B02,N3,5,9
B02_8,0.8418467742876954,gr,0.06394596141713647,28,8,3,20,anc5,P,NA,2,LL,B02,N3,5,9
B02_9,0.6169678814468381,gr,0.13213366933686146,15,9,3,20,anc4,S,NA,3,LL,B02,N3,5,2
B02_9,0.6169678814468381,gr,0.13213366933686146,15,9,3,20,anc4,S,NA,3,LL,B02,N3,5,2
B02_9,0.6169678814468381,gr,0.13213366933686146,15,9,3,20,anc4,S,NA,3,LL,B02,N3,5,2
B02_9,0.6169678814468381,gr,0.13213366933686146,15,9,3,20,anc4,S,NA,3,LL,B02,N3,5,2
B03_1,0.5060885410251457,gr,0.085498377597785,19,1,1,5,anc2,B,NA,1,LL,B03,N1,5,15
B03_1,0.5060885410251457,gr,0.085498377597785,19,1,1,5,anc2,B,NA,1,LL,B03,N1,5,15
B03_1,0.5060885410251457,gr,0.085498377597785,19,1,1,5,anc2,B,NA,1,LL,B03,N1,5,15
B03_1,0.5060885410251457,gr,0.085498377597785,19,1,1,5,anc2,B,NA,1,LL,B03,N1,5,15
B03_10,1.0058046017051598,gr,0.129455342360273,19,10,4,40,anc2,B,NA,1,LL,B03,N4,5,18
B03_10,1.0058046017051598,gr,0.129455342360273,19,10,4,40,anc2,B,NA,1,LL,B03,N4,5,18
B03_10,1.0058046017051598,gr,0.129455342360273,19,10,4,40,anc2,B,NA,1,LL,B03,N4,5,18
B03_10,1.0058046017051598,gr,0.129455342360273,19,10,4,40,anc2,B,NA,1,LL,B03,N4,5,18
B03_11,1.0224751778268413,gr,0.09828467037726765,4,11,4,40,anc3,S,NA,2,LL,B03,N4,4,9
B03_11,1.0224751778268413,gr,0.09828467037726765,4,11,4,40,anc3,S,NA,2,LL,B03,N4,4,9
B03_11,1.0224751778268413,gr,0.09828467037726765,4,11,4,40,anc3,S,NA,2,LL,B03,N4,4,9
B03_11,1.0224751778268413,gr,0.09828467037726765,4,11,4,40,anc3,S,NA,2,LL,B03,N4,4,9
B03_12,1.111674977243503,gr,0.150454510814156,3,12,4,40,cc1690,N,NA,3,LL,B03,N4,4,1
B03_12,1.111674977243503,gr,0.150454510814156,3,12,4,40,cc1690,N,NA,3,LL,B03,N4,4,1
B03_12,1.111674977243503,gr,0.150454510814156,3,12,4,40,cc1690,N,NA,3,LL,B03,N4,4,1
B03_12,1.111674977243503,gr,0.150454510814156,3,12,4,40,cc1690,N,NA,3,LL,B03,N4,4,1
B03_13,1.1535401910860195,gr,0.1289696736158739,19,13,5,60,anc2,B,NA,1,LL,B03,N5,6,9
B03_13,1.1535401910860195,gr,0.1289696736158739,19,13,5,60,anc2,B,NA,1,LL,B03,N5,6,9
B03_13,1.1535401910860195,gr,0.1289696736158739,19,13,5,60,anc2,B,NA,1,LL,B03,N5,6,9
B03_13,1.1535401910860195,gr,0.1289696736158739,19,13,5,60,anc2,B,NA,1,LL,B03,N5,6,9
B03_14,1.1058299133887224,gr,0.14622615322318971,4,14,5,60,anc3,S,NA,2,LL,B03,N5,6,2
B03_14,1.1058299133887224,gr,0.14622615322318971,4,14,5,60,anc3,S,NA,2,LL,B03,N5,6,2
B03_14,1.1058299133887224,gr,0.14622615322318971,4,14,5,60,anc3,S,NA,2,LL,B03,N5,6,2
B03_14,1.1058299133887224,gr,0.14622615322318971,4,14,5,60,anc3,S,NA,2,LL,B03,N5,6,2
B03_15,1.1087418014778214,gr,0.11270326776703486,3,15,5,60,cc1690,N,NA,3,LL,B03,N5,6,15
B03_15,1.1087418014778214,gr,0.11270326776703486,3,15,5,60,cc1690,N,NA,3,LL,B03,N5,6,15
B03_15,1.1087418014778214,gr,0.11270326776703486,3,15,5,60,cc1690,N,NA,3,LL,B03,N5,6,15
B03_15,1.1087418014778214,gr,0.11270326776703486,3,15,5,60,cc1690,N,NA,3,LL,B03,N5,6,15
B03_16,1.0812590917444656,gr,0.17029743359168847,19,16,6,80,anc2,B,NA,1,HL,B03,N6,5,3
B03_16,1.0812590917444656,gr,0.17029743359168847,19,16,6,80,anc2,B,NA,1,HL,B03,N6,5,3
B03_16,1.0812590917444656,gr,0.17029743359168847,19,16,6,80,anc2,B,NA,1,HL,B03,N6,5,3
B03_16,1.0812590917444656,gr,0.17029743359168847,19,16,6,80,anc2,B,NA,1,HL,B03,N6,5,3
B03_17,1.493580199839692,gr.sat,0.18218868801444746,4,17,6,80,anc3,S,NA,2,HL,B03,N6,4,4
B03_17,1.493580199839692,gr.sat,0.18218868801444746,4,17,6,80,anc3,S,NA,2,HL,B03,N6,4,4
B03_17,1.493580199839692,gr.sat,0.18218868801444746,4,17,6,80,anc3,S,NA,2,HL,B03,N6,4,4
B03_17,1.493580199839692,gr.sat,0.18218868801444746,4,17,6,80,anc3,S,NA,2,HL,B03,N6,4,4
B03_18,1.8273940183267918,gr.sat,0.20180948199700846,3,18,6,80,cc1690,N,NA,3,HL,B03,N6,6,4
B03_18,1.8273940183267918,gr.sat,0.20180948199700846,3,18,6,80,cc1690,N,NA,3,HL,B03,N6,6,4
B03_18,1.8273940183267918,gr.sat,0.20180948199700846,3,18,6,80,cc1690,N,NA,3,HL,B03,N6,6,4
B03_18,1.8273940183267918,gr.sat,0.20180948199700846,3,18,6,80,cc1690,N,NA,3,HL,B03,N6,6,4
B03_19,1.0742298519144857,gr,0.1385138958305291,19,19,7,100,anc2,B,NA,1,HL,B03,N7,4,8
B03_19,1.0742298519144857,gr,0.1385138958305291,19,19,7,100,anc2,B,NA,1,HL,B03,N7,4,8
B03_19,1.0742298519144857,gr,0.1385138958305291,19,19,7,100,anc2,B,NA,1,HL,B03,N7,4,8
B03_19,1.0742298519144857,gr,0.1385138958305291,19,19,7,100,anc2,B,NA,1,HL,B03,N7,4,8
B03_2,0.6109314444572231,gr,0.07228928558281696,4,2,1,5,anc3,S,NA,2,LL,B03,N1,5,16
B03_2,0.6109314444572231,gr,0.07228928558281696,4,2,1,5,anc3,S,NA,2,LL,B03,N1,5,16
B03_2,0.6109314444572231,gr,0.07228928558281696,4,2,1,5,anc3,S,NA,2,LL,B03,N1,5,16
B03_2,0.6109314444572231,gr,0.07228928558281696,4,2,1,5,anc3,S,NA,2,LL,B03,N1,5,16
B03_20,0.9982259924945254,gr,0.19513199770484096,4,20,7,100,anc3,S,NA,2,HL,B03,N7,4,2
B03_20,0.9982259924945254,gr,0.19513199770484096,4,20,7,100,anc3,S,NA,2,HL,B03,N7,4,2
B03_20,0.9982259924945254,gr,0.19513199770484096,4,20,7,100,anc3,S,NA,2,HL,B03,N7,4,2
B03_20,0.9982259924945254,gr,0.19513199770484096,4,20,7,100,anc3,S,NA,2,HL,B03,N7,4,2
B03_21,1.8294378076819324,gr.sat,0.303297365373391,3,21,7,100,cc1690,N,NA,3,HL,B03,N7,4,17
B03_21,1.8294378076819324,gr.sat,0.303297365373391,3,21,7,100,cc1690,N,NA,3,HL,B03,N7,4,17
B03_21,1.8294378076819324,gr.sat,0.303297365373391,3,21,7,100,cc1690,N,NA,3,HL,B03,N7,4,17
B03_21,1.8294378076819324,gr.sat,0.303297365373391,3,21,7,100,cc1690,N,NA,3,HL,B03,N7,4,17
B03_22,1.8033638521138522,gr.sat,0.10419320787452047,19,22,8,400,anc2,B,NA,1,HL,B03,N8,6,17
B03_22,1.8033638521138522,gr.sat,0.10419320787452047,19,22,8,400,anc2,B,NA,1,HL,B03,N8,6,17
B03_22,1.8033638521138522,gr.sat,0.10419320787452047,19,22,8,400,anc2,B,NA,1,HL,B03,N8,6,17
B03_22,1.8033638521138522,gr.sat,0.10419320787452047,19,22,8,400,anc2,B,NA,1,HL,B03,N8,6,17
B03_23,1.8102908778316353,gr.sat,0.1408606139132861,4,23,8,400,anc3,S,NA,2,HL,B03,N8,6,8
B03_23,1.8102908778316353,gr.sat,0.1408606139132861,4,23,8,400,anc3,S,NA,2,HL,B03,N8,6,8
B03_23,1.8102908778316353,gr.sat,0.1408606139132861,4,23,8,400,anc3,S,NA,2,HL,B03,N8,6,8
B03_23,1.8102908778316353,gr.sat,0.1408606139132861,4,23,8,400,anc3,S,NA,2,HL,B03,N8,6,8
B03_24,1.2805754790719537,gr,0.1277036717379916,3,24,8,400,cc1690,N,NA,3,HL,B03,N8,6,1
B03_24,1.2805754790719537,gr,0.1277036717379916,3,24,8,400,cc1690,N,NA,3,HL,B03,N8,6,1
B03_24,1.2805754790719537,gr,0.1277036717379916,3,24,8,400,cc1690,N,NA,3,HL,B03,N8,6,1
B03_24,1.2805754790719537,gr,0.1277036717379916,3,24,8,400,cc1690,N,NA,3,HL,B03,N8,6,1
B03_25,1.4229588131407727,gr,0.13439329002815942,19,25,9,600,anc2,B,NA,1,HL,B03,N9,4,15
B03_25,1.4229588131407727,gr,0.13439329002815942,19,25,9,600,anc2,B,NA,1,HL,B03,N9,4,15
B03_25,1.4229588131407727,gr,0.13439329002815942,19,25,9,600,anc2,B,NA,1,HL,B03,N9,4,15
B03_25,1.4229588131407727,gr,0.13439329002815942,19,25,9,600,anc2,B,NA,1,HL,B03,N9,4,15
B03_26,3.1232849094641675,gr.lagsat,0.14053189542370997,4,26,9,600,anc3,S,NA,2,HL,B03,N9,4,3
B03_26,3.1232849094641675,gr.lagsat,0.14053189542370997,4,26,9,600,anc3,S,NA,2,HL,B03,N9,4,3
B03_26,3.1232849094641675,gr.lagsat,0.14053189542370997,4,26,9,600,anc3,S,NA,2,HL,B03,N9,4,3
B03_26,3.1232849094641675,gr.lagsat,0.14053189542370997,4,26,9,600,anc3,S,NA,2,HL,B03,N9,4,3
B03_27,1.1659752713010265,gr,0.1422294869110032,3,27,9,600,cc1690,N,NA,3,HL,B03,N9,4,16
B03_27,1.1659752713010265,gr,0.1422294869110032,3,27,9,600,cc1690,N,NA,3,HL,B03,N9,4,16
B03_27,1.1659752713010265,gr,0.1422294869110032,3,27,9,600,cc1690,N,NA,3,HL,B03,N9,4,16
B03_27,1.1659752713010265,gr,0.1422294869110032,3,27,9,600,cc1690,N,NA,3,HL,B03,N9,4,16
B03_28,1.371112352737968,gr,0.06259821602560382,19,28,10,1e3,anc2,B,NA,1,HL,B03,N10,6,3
B03_28,1.371112352737968,gr,0.06259821602560382,19,28,10,1e3,anc2,B,NA,1,HL,B03,N10,6,3
B03_28,1.371112352737968,gr,0.06259821602560382,19,28,10,1e3,anc2,B,NA,1,HL,B03,N10,6,3
B03_28,1.371112352737968,gr,0.06259821602560382,19,28,10,1e3,anc2,B,NA,1,HL,B03,N10,6,3
B03_29,1.321358739923056,gr,0.17556987730308674,4,29,10,1e3,anc3,S,NA,2,HL,B03,N10,6,10
B03_29,1.321358739923056,gr,0.17556987730308674,4,29,10,1e3,anc3,S,NA,2,HL,B03,N10,6,10
B03_29,1.321358739923056,gr,0.17556987730308674,4,29,10,1e3,anc3,S,NA,2,HL,B03,N10,6,10
B03_29,1.321358739923056,gr,0.17556987730308674,4,29,10,1e3,anc3,S,NA,2,HL,B03,N10,6,10
B03_3,0.549908573551377,gr,0.10655089964953098,3,3,1,5,cc1690,N,NA,3,LL,B03,N1,5,17
B03_3,0.549908573551377,gr,0.10655089964953098,3,3,1,5,cc1690,N,NA,3,LL,B03,N1,5,17
B03_3,0.549908573551377,gr,0.10655089964953098,3,3,1,5,cc1690,N,NA,3,LL,B03,N1,5,17
B03_3,0.549908573551377,gr,0.10655089964953098,3,3,1,5,cc1690,N,NA,3,LL,B03,N1,5,17
B03_30,1.558909636780466,gr.sat,0.11591387761028507,3,30,10,1e3,cc1690,N,NA,3,HL,B03,N10,4,10
B03_30,1.558909636780466,gr.sat,0.11591387761028507,3,30,10,1e3,cc1690,N,NA,3,HL,B03,N10,4,10
B03_30,1.558909636780466,gr.sat,0.11591387761028507,3,30,10,1e3,cc1690,N,NA,3,HL,B03,N10,4,10
B03_30,1.558909636780466,gr.sat,0.11591387761028507,3,30,10,1e3,cc1690,N,NA,3,HL,B03,N10,4,10
B03_4,1.044746101918935,gr.sat,0.11015719885710709,19,4,2,10,anc2,B,NA,1,LL,B03,N2,5,19
B03_4,1.044746101918935,gr.sat,0.11015719885710709,19,4,2,10,anc2,B,NA,1,LL,B03,N2,5,19
B03_4,1.044746101918935,gr.sat,0.11015719885710709,19,4,2,10,anc2,B,NA,1,LL,B03,N2,5,19
B03_4,1.044746101918935,gr.sat,0.11015719885710709,19,4,2,10,anc2,B,NA,1,LL,B03,N2,5,19
B03_5,0.6558493604037573,gr,0.0895895403288298,4,5,2,10,anc3,S,NA,2,LL,B03,N2,5,20
B03_5,0.6558493604037573,gr,0.0895895403288298,4,5,2,10,anc3,S,NA,2,LL,B03,N2,5,20
B03_5,0.6558493604037573,gr,0.0895895403288298,4,5,2,10,anc3,S,NA,2,LL,B03,N2,5,20
B03_5,0.6558493604037573,gr,0.0895895403288298,4,5,2,10,anc3,S,NA,2,LL,B03,N2,5,20
B03_6,1.0313528725311383,gr.sat,0.1726294917217693,3,6,2,10,cc1690,N,NA,3,LL,B03,N2,5,21
B03_6,1.0313528725311383,gr.sat,0.1726294917217693,3,6,2,10,cc1690,N,NA,3,LL,B03,N2,5,21
B03_6,1.0313528725311383,gr.sat,0.1726294917217693,3,6,2,10,cc1690,N,NA,3,LL,B03,N2,5,21
B03_6,1.0313528725311383,gr.sat,0.1726294917217693,3,6,2,10,cc1690,N,NA,3,LL,B03,N2,5,21
B03_7,0.9100920279400954,gr,0.12103414168632808,19,7,3,20,anc2,B,NA,1,LL,B03,N3,5,8
B03_7,0.9100920279400954,gr,0.12103414168632808,19,7,3,20,anc2,B,NA,1,LL,B03,N3,5,8
B03_7,0.9100920279400954,gr,0.12103414168632808,19,7,3,20,anc2,B,NA,1,LL,B03,N3,5,8
B03_7,0.9100920279400954,gr,0.12103414168632808,19,7,3,20,anc2,B,NA,1,LL,B03,N3,5,8
B03_8,0.8012964245279415,gr,0.09708234378041448,4,8,3,20,anc3,S,NA,2,LL,B03,N3,5,9
B03_8,0.8012964245279415,gr,0.09708234378041448,4,8,3,20,anc3,S,NA,2,LL,B03,N3,5,9
