well_plate,phosphate_concentration,population,cell_count,file_name,path,well,plate,date_time,RFU,plate_key,acclimation_level,p,phosphate_level,multitron,slot,population_new_color,start_time,days,size,ancestor_id,treatment,note,cells_per_ml
E02_22,20,1,757,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,22,2019-05-24T10:23:43Z,51.299999999999997,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,51.3,anc2,N,NA,210649.43139697425
F02_22,20,25,946,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,22,2019-05-24T10:23:43Z,47.799999999999997,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,47.8,anc2,BS,NA,263242.2220627974
G02_22,20,11,930,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate22_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,22,2019-05-24T10:23:43Z,44.299999999999997,1,HP,P,8,6,17,no,2019-05-24T10:23:43Z,0,44.3,anc4,N,NA,258789.92232389175
B02_23,20,28,1089,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,23,2019-05-27T16:33:57Z,45.299999999999997,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,45.3,anc5,P,NA,303034.6509792668
C02_23,20,21,795,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,23,2019-05-27T16:33:57Z,47.399999999999999,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,47.4,anc4,B,NA,221223.6432768752
D02_23,20,18,456,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,23,2019-05-27T16:33:57Z,57.299999999999997,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,57.3,anc5,S,NA,126890.54255881144
E02_23,20,26,484,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,23,2019-05-27T16:33:57Z,53.700000000000003,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,53.7,anc3,L,NA,134682.06710189636
F02_23,20,28,881,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,23,2019-05-27T16:33:57Z,54,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,54,anc5,P,NA,245154.75437349314
G02_23,20,27,369,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate23_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,23,2019-05-27T16:33:57Z,48.700000000000003,2,HP,P,8,6,8,no,2019-05-24T10:23:43Z,3.2571064814814816,48.7,anc3,N,NA,102681.16272851189
B02_24,20,15,1154,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,24,2019-05-27T12:17:48Z,47.299999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,47.3,anc4,S,NA,321122.11866857106
C02_24,20,10,630,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,24,2019-05-27T12:17:48Z,49.200000000000003,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,49.2,anc2,L,NA,175309.30221941054
D02_24,20,29,644,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,24,2019-05-27T12:17:48Z,45.600000000000001,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,45.6,anc3,P,NA,179205.064490953
E02_24,20,anc4,643,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,24,2019-05-27T12:17:48Z,44.299999999999997,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,44.3,anc4,none,NA,178926.7957572714
F02_24,20,15,914,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate24_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,24,2019-05-27T12:17:48Z,47.700000000000003,3,HP,P,8,6,1,no,2019-05-24T10:23:43Z,3.079224537037037,47.7,anc4,S,NA,254337.6225849861
B02_25,35,25,680,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,25,2019-05-27T12:52:46Z,47,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,47,anc2,BS,NA,189222.73890349074
C02_25,35,6,855,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,25,2019-05-27T12:52:46Z,44.700000000000003,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,44.7,cc1690,P,NA,237919.76729777144
D02_25,35,24,601,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,25,2019-05-27T12:52:46Z,47,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,47,anc4,C,NA,167239.50894264402
E02_25,35,1,556,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,25,2019-05-27T12:52:46Z,52.799999999999997,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,52.8,anc2,N,NA,154717.41592697185
F02_25,35,25,602,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,25,2019-05-27T12:52:46Z,47.600000000000001,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,47.6,anc2,BS,NA,167517.77767632564
G02_25,35,11,637,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate25_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,25,2019-05-27T12:52:46Z,51.200000000000003,1,HP,P,9,4,15,no,2019-05-24T10:00:21Z,3.119733796296296,51.2,anc4,N,NA,177257.18335518177
B02_26,35,28,826,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,26,2019-05-27T15:47:22Z,47.399999999999999,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,47.4,anc5,P,NA,229849.97402100492
C02_26,35,21,694,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,26,2019-05-27T15:47:22Z,53,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,53,anc4,B,NA,193118.5011750332
D02_26,35,18,391,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,26,2019-05-27T15:47:22Z,57.799999999999997,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,57.8,anc5,S,NA,108803.07486950718
E02_26,35,26,403,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,26,2019-05-27T15:47:22Z,56.299999999999997,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,56.3,anc3,L,NA,112142.29967368643
F02_26,35,28,935,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,26,2019-05-27T15:47:22Z,50.700000000000003,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,50.7,anc5,P,NA,260181.26599229977
G02_26,35,27,368,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate26_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,26,2019-05-27T15:47:22Z,92,2,HP,P,9,4,3,no,2019-05-24T10:00:21Z,3.2409837962962964,92,anc3,N,NA,102402.89399483029
B02_27,35,15,1133,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,27,2019-05-24T10:00:21Z,48.799999999999997,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,48.8,anc4,S,NA,315278.4752612574
C02_27,35,10,790,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,27,2019-05-24T10:00:21Z,41.899999999999999,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,41.9,anc2,L,NA,219832.29960846718
D02_27,35,29,1018,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,27,2019-05-24T10:00:21Z,44.200000000000003,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,44.2,anc3,P,NA,283277.5708878729
E02_27,35,anc4,738,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,27,2019-05-24T10:00:21Z,47.899999999999999,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,47.9,anc4,none,NA,205362.32545702378
F02_27,35,15,1037,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate27_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,27,2019-05-24T10:00:21Z,49.100000000000001,3,HP,P,9,4,16,no,2019-05-24T10:00:21Z,0,49.1,anc4,S,NA,288564.6768278234
B02_28,50,25,1269,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,28,2019-05-24T08:57:56Z,43.200000000000003,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,43.2,anc2,BS,NA,353123.02304195554
C02_28,50,6,1441,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,28,2019-05-24T08:57:56Z,41.600000000000001,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,41.6,cc1690,P,NA,400985.2452351914
D02_28,50,24,859,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,28,2019-05-24T08:57:56Z,47.5,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,47.5,anc4,C,NA,239032.84223249787
E02_28,50,1,1215,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,28,2019-05-24T08:57:56Z,46.5,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,46.5,anc2,N,NA,338096.5114231489
F02_28,50,25,964,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,28,2019-05-24T08:57:56Z,45.600000000000001,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,45.6,anc2,BS,NA,268251.05926906626
G02_28,50,11,1132,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate28_test_190524,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,28,2019-05-24T08:57:56Z,46.899999999999999,1,HP,P,10,6,3,no,2019-05-24T08:57:56Z,0,46.9,anc4,N,NA,315000.2065275758
B02_29,50,28,1078,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,29,2019-05-28T09:55:14Z,43.600000000000001,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,43.6,anc5,P,NA,299973.69490876916
C02_29,50,21,746,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,29,2019-05-28T09:55:14Z,42.200000000000003,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,42.2,anc4,B,NA,207588.47532647662
D02_29,50,18,549,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,29,2019-05-28T09:55:14Z,48.899999999999999,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,48.9,anc5,S,NA,152769.53479120063
E02_29,50,26,784,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,29,2019-05-28T09:55:14Z,63.600000000000001,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,63.6,anc3,L,NA,218162.68720637757
F02_29,50,28,801,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,29,2019-05-28T09:55:14Z,44.100000000000001,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,44.1,anc5,P,NA,222893.25567896484
G02_29,50,27,654,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate29_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,29,2019-05-28T09:55:14Z,68.599999999999994,2,HP,P,10,6,10,no,2019-05-24T08:57:56Z,4.039791666666667,68.6,anc3,N,NA,181987.75182776904
B02_3,0.5,15,263,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,3,2019-05-27T09:06:45Z,73,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,73,anc4,S,NA,73184.67695826186
C02_3,0.5,10,158,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,3,2019-05-27T09:06:45Z,80.099999999999994,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,80.1,anc2,L,NA,43966.45992169344
D02_3,0.5,29,182,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,3,2019-05-27T09:06:45Z,82,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,82,anc3,P,NA,50644.90953005193
E02_3,0.5,anc4,211,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,3,2019-05-27T09:06:45Z,86.299999999999997,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,86.3,anc4,none,NA,58714.70280681845
F02_3,0.5,15,103,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate3_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,3,2019-05-27T09:06:45Z,56.799999999999997,3,LP,P,1,5,17,no,2019-05-24T09:36:16Z,2.9795023148148148,56.8,anc4,S,NA,28661.679569205215
B02_30,50,15,695,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,30,2019-05-28T09:08:46Z,51.899999999999999,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,51.9,anc4,S,NA,193396.7699087148
C02_30,50,10,310,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,30,2019-05-28T09:08:46Z,46.899999999999999,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,46.9,anc2,L,NA,86263.30744129725
D02_30,50,29,598,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,30,2019-05-28T09:08:46Z,50.600000000000001,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,50.6,anc3,P,NA,166404.7027415992
E02_30,50,anc4,885,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,30,2019-05-28T09:08:46Z,61.700000000000003,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,61.7,anc4,none,NA,246267.82930821957
F02_30,50,15,746,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate30_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,30,2019-05-28T09:08:46Z,51.200000000000003,3,HP,P,10,4,10,no,2019-05-24T08:57:56Z,4.007523148148148,51.2,anc4,S,NA,207588.47532647662
B02_4,1,25,543,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,4,2019-05-24T14:46:14Z,81.400000000000006,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,81.4,anc2,BS,NA,151099.922389111
C02_4,1,6,558,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,4,2019-05-24T14:46:14Z,95.799999999999997,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,95.8,cc1690,P,NA,155273.95339433505
D02_4,1,24,321,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,4,2019-05-24T14:46:14Z,90.900000000000006,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,90.9,anc4,C,NA,89324.2635117949
E02_4,1,1,317,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,4,2019-05-24T14:46:14Z,87.799999999999997,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,87.8,anc2,N,NA,88211.18857706847
F02_4,1,25,292,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,4,2019-05-24T14:46:14Z,98,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,98,anc2,BS,NA,81254.47023502838
G02_4,1,11,294,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate4_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,4,2019-05-24T14:46:14Z,104,1,LP,P,2,5,19,no,2019-05-24T10:47:31Z,0.16577546296296297,104,anc4,N,NA,81811.00770239158
B02_5,1,28,185,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,5,2019-05-28T14:13:23Z,81,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,81,anc5,P,NA,51479.715731096745
C02_5,1,21,334,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,5,2019-05-28T14:13:23Z,75.799999999999997,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,75.8,anc4,B,NA,92941.75704965575
D02_5,1,18,337,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,5,2019-05-28T14:13:23Z,93.400000000000006,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,93.4,anc5,S,NA,93776.56325070056
E02_5,1,26,212,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,5,2019-05-28T14:13:23Z,76.099999999999994,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,76.1,anc3,L,NA,58992.97154050005
F02_5,1,28,371,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,5,2019-05-28T14:13:23Z,63.899999999999999,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,63.9,anc5,P,NA,103237.70019587509
G02_5,1,27,85,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate5_test_190528_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,5,2019-05-28T14:13:23Z,66.200000000000003,2,LP,P,2,5,20,no,2019-05-24T10:47:31Z,4.142962962962963,66.2,anc3,N,NA,23652.842362936342
B02_6,1,15,329,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,6,2019-05-24T10:47:31Z,99.099999999999994,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,99.1,anc4,S,NA,91550.41338124772
C02_6,1,10,160,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,6,2019-05-24T10:47:31Z,112,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,112,anc2,L,NA,44522.99738905665
D02_6,1,29,488,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,6,2019-05-24T10:47:31Z,89.700000000000003,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,89.7,anc3,P,NA,135795.14203662277
E02_6,1,anc4,264,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,6,2019-05-24T10:47:31Z,101,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,101,anc4,none,NA,73462.94569194346
F02_6,1,15,235,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate6_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,6,2019-05-24T10:47:31Z,95.299999999999997,3,LP,P,2,5,21,no,2019-05-24T10:47:31Z,0,95.3,anc4,S,NA,65393.15241517695
B02_7,2,25,747,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,7,2019-05-27T14:08:09Z,79.5,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,79.5,anc2,BS,NA,207866.7440601582
C02_7,2,6,741,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,7,2019-05-27T14:08:09Z,65.200000000000003,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,65.2,cc1690,P,NA,206197.1316580686
D02_7,2,24,534,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,7,2019-05-27T14:08:09Z,85.900000000000006,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,85.9,anc4,C,NA,148595.50378597656
E02_7,2,1,516,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,7,2019-05-27T14:08:09Z,94.5,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,94.5,anc2,N,NA,143586.66657970767
F02_7,2,25,664,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,7,2019-05-27T14:08:09Z,90.599999999999994,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,90.6,anc2,BS,NA,184770.43916458508
G02_7,2,11,573,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate7_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,7,2019-05-27T14:08:09Z,104,1,LP,P,3,5,8,no,2019-05-24T14:10:09Z,2.998611111111111,104,anc4,N,NA,159447.98439955912
B02_8,2,28,814,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,8,2019-05-27T16:10:33Z,68.700000000000003,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,68.7,anc5,P,NA,226510.74921682567
C02_8,2,21,959,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,C02,8,2019-05-27T16:10:33Z,86,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,86,anc4,B,NA,266859.71560065827
D02_8,2,18,603,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,D02,8,2019-05-27T16:10:33Z,87.200000000000003,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,87.2,anc5,S,NA,167796.04641000723
E02_8,2,26,497,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,E02,8,2019-05-27T16:10:33Z,102,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,102,anc3,L,NA,138299.5606397572
F02_8,2,28,495,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,F02,8,2019-05-27T16:10:33Z,70.799999999999997,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,70.8,anc5,P,NA,137743.023172394
G02_8,2,27,302,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate8_test_190527_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,G02,8,2019-05-27T16:10:33Z,72,2,LP,P,3,5,9,no,2019-05-24T14:10:09Z,3.0836111111111113,72,anc3,N,NA,84037.15757184442
B02_9,2,15,854,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_plate9_test_190524_,imaging/phosphate-gen5-outputs/Rstar_BF_phosphate_,B02,9,2019-05-24T14:10:09Z,77.599999999999994,3,LP,P,3,5,2,no,2019-05-24T14:10:09Z,0,77.6,anc4,S,NA,237641.49856408985
